,Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,score,VideoAmt,PhotoAmt,AdoptionSpeed,No_name,Pure_breed,desc_length,desc_words,averate_word_length,magnitude
6510,2,2,266,266,3,1,6,7,2,2,2,2,2,1,5,0,41326,4b07e807c87f0466fa38eb20e03fd384,0,0,10.0,2,0,0,166,26,6.384615384615385,0
6511,1,5,195,0,1,6,0,0,1,1,1,1,2,1,1,0,41401,891ea83fd4fa94d4471b77805ddb4d10,0,0,2.0,2,0,1,482,102,4.7254901960784315,0
6512,1,3,141,17,1,3,5,7,2,1,3,3,3,1,1,200,41326,791a31c5f99ec7e78439565e58b288d2,0,0,0.0,4,0,0,111,23,4.826086956521739,0
6513,1,1,307,0,1,1,2,0,2,2,1,3,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,0,1.0,2,0,1,85,16,5.3125,0
6514,1,5,307,0,2,1,2,7,2,1,2,1,2,1,1,0,41326,8b6c5cd067ada5f54ca5ffc7f7b5d896,0,0,1.0,2,0,1,303,62,4.887096774193548,0
6515,2,12,266,0,1,7,0,0,2,1,1,1,1,1,1,0,41401,3e7af740ebbb62b9f9263af775d1fa5f,0,0,1.0,4,0,1,39,8,4.875,0
6516,2,1,285,254,2,3,6,7,2,3,1,1,2,1,1,150,41401,9a50c5d66f407a71f04cb6e0ef08c929,0,2,6.0,3,0,0,338,56,6.035714285714286,0
6517,2,5,266,0,2,1,0,0,2,2,1,1,1,1,1,0,41336,3442ec46dd66dd22d06e41da3b41de0f,0,1,4.0,2,0,1,154,30,5.133333333333334,0
6518,1,27,307,0,2,3,0,0,2,1,1,1,1,1,1,0,41401,998b9ae6ce5340eac37bfccfee6e3c9a,0,0,4.0,4,0,1,497,99,5.02020202020202,0
6519,1,2,307,0,1,1,7,0,2,1,3,3,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,0,2.0,2,0,1,88,16,5.5,0
6520,1,1,307,307,1,2,0,0,2,2,2,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,0,1.0,2,0,0,14,3,4.666666666666667,0
6521,1,1,307,307,1,2,0,0,2,1,2,2,1,1,1,0,41326,13733222f015ec6a0017c3c0527738ff,0,0,2.0,2,0,0,76,13,5.846153846153846,0
6522,1,24,109,0,2,4,0,0,3,2,3,3,2,1,1,400,41326,ba95caa959cea1a5ebd6a59b3e147f7a,0,0,1.0,1,0,1,548,95,5.768421052631579,0
6523,1,36,204,0,1,1,0,0,2,2,1,1,1,1,1,250,41326,3185eb21fc01b4a0899dfec3a9e87aeb,0,0,5.0,3,0,1,1146,247,4.6396761133603235,0
6524,2,2,305,0,1,7,0,0,2,1,2,1,2,1,2,0,41326,89776a396eb41a322a74bb68b29824e2,0,0,4.0,3,1,1,72,12,6.0,0
6525,1,2,307,0,2,1,2,0,2,1,2,1,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,0,4.0,2,0,1,224,42,5.333333333333333,0
6526,1,2,307,0,1,7,0,0,2,1,1,1,2,1,1,50,41326,55bc38b122aea92ac3cd50b51eb2e1d6,0,0,2.0,1,0,1,92,17,5.411764705882353,0
6527,2,3,265,0,2,6,7,0,1,2,3,3,3,1,1,0,41326,b5b10a535c1b90c5bfd5a43e74b21b42,0,0,2.0,3,0,1,107,20,5.35,0
6528,2,5,266,299,1,1,2,0,1,1,3,3,3,1,1,0,41401,9b4a05a6ac4ded37d3d06058f27ade5c,0,0,5.0,4,0,0,350,70,5.0,0
6529,2,2,251,266,2,2,4,7,2,1,2,1,2,1,1,0,41326,6d6f89df62cf6e4619e55cd49d34a6a9,0,0,3.0,2,0,0,582,104,5.596153846153846,0
6530,1,24,307,0,2,2,0,0,2,2,2,3,1,1,1,0,41336,10fc738d7d9275fb8c40f0112efb9d8a,0,0,5.0,4,0,1,313,63,4.968253968253968,0
6531,1,6,307,0,3,1,0,0,2,2,2,2,2,1,4,0,41326,17ab23602a601faea7024a80dc0eef1a,0,0,2.0,4,0,1,151,28,5.392857142857143,0
6532,2,3,299,0,2,6,0,0,1,1,1,1,1,1,2,0,41336,3442ec46dd66dd22d06e41da3b41de0f,0,0,4.0,3,1,1,33,6,5.5,0
6533,1,2,69,98,1,1,2,0,2,2,1,1,2,1,1,100,41401,5108bf2ca570b2df0ea881f72707b76a,0,0,1.0,2,0,0,1164,205,5.678048780487805,0
6534,1,36,205,0,2,2,5,0,1,2,1,1,1,1,1,0,41326,fe5515e1f85c42ab342162dd74f400c6,0,0,1.0,1,0,1,299,51,5.862745098039215,0
6535,2,4,265,265,2,1,2,6,2,1,2,2,2,1,2,0,41336,06e884e1b7850b5a0955df24bd2178a5,0,0,0.0,4,0,0,622,125,4.976,0
6536,1,12,218,307,1,2,7,0,2,1,2,2,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,0,1.0,4,0,0,308,58,5.310344827586207,0
6537,1,2,307,0,2,2,0,0,2,2,2,1,2,1,1,0,41326,c18367d109219640fc5fe9561384a00a,0,0,4.0,2,0,1,414,70,5.914285714285715,0
6538,1,1,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41326,4a8bd81b9c929b2e1594d9bcc24c6761,0,0,4.0,1,0,1,386,81,4.765432098765432,0
6539,2,1,266,0,3,6,7,0,2,2,2,2,2,1,5,0,41401,5e21416ee557e7470d1113dd98a7e3ae,0,0,11.0,2,0,1,232,37,6.27027027027027,0
6540,2,24,266,266,3,1,7,0,3,2,1,1,1,1,2,0,41330,9e5bfef3b2efc28affad7bb468e6c790,0,0,5.0,2,0,0,829,122,6.795081967213115,0
6541,1,1,307,26,1,1,2,0,3,2,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,0,3.0,2,0,0,279,47,5.9361702127659575,0
6542,2,24,266,0,3,2,6,7,2,1,2,2,2,2,2,0,41401,85ff8218849551e6d677c6589c8889fd,0,0,2.0,4,0,1,282,51,5.529411764705882,0
6543,2,5,265,0,1,1,2,0,2,2,2,2,2,1,1,0,41326,4332f926322f11d0f27887b032fb2e8b,0,0,3.0,3,0,1,167,33,5.0606060606060606,0
6544,2,6,265,264,3,1,7,0,2,2,3,3,2,1,3,0,41326,dbd6734b3e1e5135a502a52642dc90a5,0,0,4.0,2,0,0,17,3,5.666666666666667,0
6545,1,0,103,307,2,1,2,0,2,3,3,3,3,1,1,0,41401,d875085cf780b229007fb6af11ac3836,0,0,5.0,1,0,0,206,39,5.282051282051282,0
6546,1,1,307,0,2,5,7,0,2,2,2,2,2,1,1,0,41326,a042471e0f43f2cf707104a1a138a7df,0,0,10.0,2,0,1,114,20,5.7,0
6547,1,2,307,0,2,1,2,7,2,1,2,2,3,1,4,30,41332,8157b8984fd87fbd8e0af3c22e6b6ec6,0,0,5.0,4,0,1,50,5,10.0,0
6548,2,3,266,0,3,1,4,7,2,1,2,2,2,1,2,0,41401,cd431467a017d5bce5f42daa746d7d08,0,0,1.0,3,0,1,73,15,4.866666666666666,0
6549,1,1,307,0,2,1,2,7,2,1,3,1,2,1,2,0,41326,99c41c698675f376aa924a5fc4099839,0,0,6.0,1,0,1,153,27,5.666666666666667,0
6550,2,3,266,0,2,6,7,0,1,1,2,1,2,2,1,0,41326,a70b02201c3b688f664fec4507aabe8c,0,0,8.0,3,0,1,218,45,4.844444444444444,0
6551,1,3,109,307,1,2,3,7,2,3,2,2,2,1,1,0,41326,db784cbcf321e1d8856b312638b94113,0,0,6.0,3,0,0,265,30,8.833333333333334,0
6552,1,2,307,307,2,7,0,0,2,2,1,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,0,1.0,3,0,0,12,2,6.0,0
6553,1,2,307,0,3,1,2,5,2,2,1,1,2,1,3,0,41326,db784cbcf321e1d8856b312638b94113,0,0,4.0,1,0,1,296,37,8.0,0
6554,2,14,285,0,1,3,7,0,2,2,3,3,3,1,1,0,41401,62005e5bebd557d3a8518e93fc531e2b,0,0,4.0,4,0,1,119,17,7.0,0
6555,1,4,78,307,2,1,5,0,2,1,1,1,1,1,1,0,41326,2dfcdaa452473798ee95330276e70c9a,0,0,6.0,3,0,0,1163,223,5.2152466367713,0
6556,1,2,103,307,2,1,2,0,2,2,2,2,2,1,1,0,41326,93135c99bd79564288a9554aef595282,0,0,1.0,2,0,0,48,10,4.8,0
6557,1,2,307,307,1,1,2,0,2,2,2,1,2,1,1,0,41326,eba983b85e34963999d476ccada91619,0,0,1.0,4,0,0,12,2,6.0,0
6558,2,2,266,0,2,1,3,7,1,1,2,2,2,1,1,0,41401,000a5830787b64da2d61b0bbceb7676d,0,0,3.0,1,0,1,250,50,5.0,0
6559,1,11,307,307,2,2,0,0,2,1,1,1,2,1,1,0,41326,250e8df8cc5282bde68e2763d9f5121e,0,1,8.0,4,0,0,733,138,5.311594202898551,0
6560,1,6,188,0,2,3,0,0,2,1,1,1,1,1,1,0,41401,a52131699bc8ae1a76da9109a968eebe,0,0,6.0,3,0,1,610,116,5.258620689655173,0
6561,2,10,266,0,2,4,7,0,2,1,1,1,2,1,1,0,41326,38eaa81a31318a26259ca5a62842baeb,0,0,5.0,2,0,1,346,70,4.942857142857143,0
6562,1,12,83,0,2,3,0,0,1,2,3,3,3,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,0,0.0,3,0,1,293,54,5.425925925925926,0
6563,2,3,266,0,1,1,0,0,2,1,1,1,2,1,1,0,41326,9b30679bdae8b506e0dc63a821c8d683,0,0,6.0,1,0,1,485,86,5.6395348837209305,0
6564,2,18,266,0,2,1,3,7,2,1,2,2,1,1,1,0,41325,7dc386c898a89f6f2b077cd2c02c5579,0,0,2.0,4,0,1,80,15,5.333333333333333,0
6565,1,30,119,0,1,1,6,7,3,2,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,0,3.0,3,0,1,995,199,5.0,0
6566,1,28,206,0,1,1,7,0,3,2,1,1,3,1,1,50,41326,7e0a579f0f1d8e77b4ff2ebd3c9ad7a9,0,0,2.0,1,0,1,304,64,4.75,0
6567,1,4,307,0,2,1,2,0,2,1,2,2,3,1,1,0,41326,09cbdcb7284d73ebebcba5bfe77bfbe6,0,0,2.0,3,0,1,288,59,4.88135593220339,0
6568,2,1,266,0,1,4,7,0,2,1,2,1,2,1,1,0,41326,c548bbe8eee34be56ab3833d372612d1,0,0,10.0,2,0,1,527,102,5.166666666666667,0
6569,1,122,205,0,1,2,7,0,1,1,1,1,2,1,1,0,41326,d43d999c1e9d4977b847fce3f634ab0c,0,0,2.0,4,0,1,85,15,5.666666666666667,0
6570,2,6,266,0,1,6,0,0,1,1,1,1,1,1,1,0,41401,ffc14b5e7b93b7e20b0687964492d944,0,0,9.0,2,0,1,1012,169,5.988165680473373,0
6571,2,2,266,0,1,2,3,7,1,1,2,2,2,1,1,0,41326,93670bdf022250c423ab8cdf7810fa5f,0,0,5.0,1,0,1,592,120,4.933333333333334,0
6572,1,1,173,0,3,1,2,7,2,1,2,2,2,1,3,200,41336,132e48bacfb76f0debbfaee6cdefc41a,0,0,3.0,0,1,1,171,29,5.896551724137931,0
6573,1,84,231,147,2,7,0,0,1,2,1,1,1,1,1,0,41326,5f1832bd05176e376a924129676f4f2f,0,0,2.0,2,0,0,356,54,6.592592592592593,0
6574,1,1,141,0,2,1,2,7,2,2,2,2,2,1,2,0,41327,1d0b25a46e557cfd8bf9207ce7b0d054,0,0,10.0,2,0,1,25,4,6.25,0
6575,1,2,307,0,2,4,0,0,2,2,2,1,2,1,1,0,41401,b47dfde0200531d97c92a6bf3fbd0038,0,0,0.0,3,0,1,139,26,5.346153846153846,0
6576,1,12,307,0,2,7,0,0,2,1,3,3,3,2,1,0,41326,41b7a62f63f7695f91eff9ff2c630a4e,0,0,3.0,4,0,1,72,13,5.538461538461538,0
6577,1,5,307,307,3,2,5,7,1,1,2,2,2,1,4,0,41326,c4a68a690110d668e7c6fff0d2084343,0,0,5.0,4,1,0,315,58,5.431034482758621,0
6578,1,2,141,307,1,1,0,0,2,1,1,1,2,1,1,0,41326,d4a8b5e64cd89e2f055b505383a8ee7a,0,0,2.0,2,0,0,1377,244,5.64344262295082,0
6579,1,12,307,44,1,1,2,0,2,1,3,3,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,0,3.0,2,0,0,721,138,5.22463768115942,0
6580,2,7,264,0,1,5,6,7,2,3,3,3,3,1,1,0,41401,a40e8d212204b8b340978f2564195562,0,1,11.0,0,0,1,1388,251,5.52988047808765,0
6581,2,2,266,0,2,2,4,7,2,1,2,1,2,1,1,0,41401,e783f4c7603fa7e9a24c656f0fb277eb,0,0,2.0,0,0,1,108,19,5.684210526315789,0
6582,2,1,266,0,1,2,7,0,1,2,2,2,2,1,1,0,41401,e28bf3c810e2b06bc9d5fe56740fdbcd,0,0,2.0,2,0,1,173,36,4.805555555555555,0
6583,2,2,299,0,1,1,5,6,1,1,2,2,2,1,1,0,41326,02159bedb51d4d82e018801489efacab,0,0,4.0,2,0,1,81,15,5.4,0
6584,2,48,266,0,1,3,7,0,2,2,2,2,2,1,1,0,41326,b8d69711a45c3a63c119796ea08c5c20,0,0,3.0,2,0,1,540,100,5.4,0
6585,2,2,265,0,2,1,7,0,1,1,2,1,2,1,1,0,41332,c615548c8536989d6ff41c0428b59496,0,0,3.0,1,0,1,52,11,4.7272727272727275,0
6586,1,2,307,0,1,5,0,0,2,2,1,1,2,1,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,0,0,1.0,1,0,1,246,48,5.125,0
6587,2,1,265,266,1,1,6,0,2,2,2,2,2,1,1,50,41326,438a9bdce8ef4d5948fc40e422d34d0d,0,0,3.0,2,0,0,867,160,5.41875,0
6588,1,12,218,307,3,2,0,0,1,1,3,3,3,1,4,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,0,10.0,4,0,0,2150,366,5.8743169398907105,0
6589,1,1,189,0,1,1,0,0,3,1,1,1,2,1,1,350,41336,fcc444b7cd570e4b9b9ecf9fd892914c,0,0,3.0,1,0,1,65,12,5.416666666666667,0
6590,2,4,299,0,3,1,3,6,2,2,1,1,1,1,3,0,41336,3442ec46dd66dd22d06e41da3b41de0f,0,0,3.0,2,1,1,38,8,4.75,0
6591,2,4,265,0,1,3,4,0,1,2,2,2,2,1,2,0,41401,ea30ea2ffa4da118e588611f71f7f727,0,0,4.0,4,0,1,192,36,5.333333333333333,0
6592,1,2,307,0,1,1,2,7,2,2,2,2,2,1,2,0,41327,1d0b25a46e557cfd8bf9207ce7b0d054,0,0,3.0,2,0,1,39,7,5.571428571428571,0
6593,1,1,141,307,2,1,4,7,2,1,2,2,2,1,1,0,41325,3550120cf55a324cad448403189d511b,0,0,1.0,2,0,0,30,5,6.0,0
6594,1,2,307,0,3,1,2,0,2,1,2,2,2,1,2,0,41401,3e7af740ebbb62b9f9263af775d1fa5f,0,0,1.0,4,0,1,39,8,4.875,0
6595,1,2,307,0,2,2,0,0,2,1,1,3,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,0,4.0,2,0,1,125,21,5.9523809523809526,0
6596,1,1,307,0,2,2,7,0,2,1,2,2,2,1,1,0,41326,88a21c30883ab70a93e09035e0a9a754,0,0,2.0,2,0,1,560,100,5.6,0
6597,2,2,266,0,1,1,7,0,2,1,1,1,2,1,1,150,41336,8f955b588a9e571d8e267cd73cdd8a45,0,0,4.0,3,0,1,832,144,5.777777777777778,0
6598,2,12,266,0,1,2,7,0,3,1,2,2,2,1,1,0,41326,fac0bde06d5f30f9156e8684edc85d45,0,0,5.0,3,0,1,790,157,5.031847133757962,0
6599,1,2,307,0,2,1,2,7,1,1,2,2,2,1,2,0,41326,fadd2748eac6fa3eea5481362cc430e9,0,0,5.0,0,0,1,306,57,5.368421052631579,0
6600,2,5,266,0,3,6,0,0,1,1,1,1,1,1,2,0,41401,7e8f6dedd6abd887a6932c6877a5c001,0,0,6.0,4,0,1,42,8,5.25,0
6601,1,1,307,307,1,1,0,0,2,1,2,1,2,1,2,0,41326,db3845bb9414767d3094af2542d2e957,0,0,4.0,2,0,0,426,85,5.011764705882353,0
6602,1,1,307,307,2,2,7,0,2,2,2,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,0,1.0,2,0,0,14,3,4.666666666666667,0
6603,1,10,307,0,2,1,4,0,1,1,1,1,1,1,1,0,41326,85d68fcc43c140f21aa5bdf07518c190,0,0,1.0,3,0,1,59,12,4.916666666666667,0
6604,1,2,307,0,1,5,0,0,2,1,2,1,2,1,1,150,41326,da254828fea81df2ca2e807706e04b32,0,0,16.0,3,0,1,226,44,5.136363636363637,0
6605,1,3,307,189,2,1,2,0,2,2,1,1,2,1,1,0,41326,225d19c861c7c5d20a9c3ba1b2d37753,0,1,5.0,1,0,0,445,91,4.8901098901098905,0
6606,2,1,266,0,3,2,4,0,2,1,1,1,2,1,4,0,41327,cccb18b8f8b81862f9a1ebc65d651d22,0,0,4.0,3,0,1,454,83,5.469879518072289,0
6607,1,24,307,307,2,2,3,7,2,2,1,1,1,1,1,0,41326,d84c3c50e381c5beae953cab8a804e4e,0,1,12.0,4,0,0,238,40,5.95,0
6608,2,6,265,0,2,1,2,0,2,2,2,1,2,1,1,70,41336,3d0c97803ffcfd6302503a8df7dc90be,0,0,6.0,2,0,1,367,77,4.766233766233766,0
6609,2,18,285,282,1,2,5,0,3,3,1,1,2,1,1,500,41324,4410b86e68138a753479725e9a49c211,0,0,3.0,2,0,0,317,61,5.19672131147541,0
6610,1,2,307,0,3,1,2,7,2,1,2,2,2,1,7,0,41326,8b0ed4c12e9564a130f256ac1d1b64a7,0,0,3.0,4,0,1,335,55,6.090909090909091,0
6611,1,7,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,dd7e4618761fb9c590572a6a95cf8df8,0,0,5.0,3,0,1,259,50,5.18,0
6612,1,1,15,307,1,1,7,0,2,1,2,2,2,1,1,0,41335,d2a7c2889579271a07100d5668f5cf8f,0,0,4.0,3,0,0,272,49,5.551020408163265,0
6613,1,12,307,307,1,1,2,0,2,2,1,1,1,1,1,0,41326,13733222f015ec6a0017c3c0527738ff,0,0,1.0,4,0,0,145,4,36.25,0
6614,1,2,307,0,2,1,2,7,2,1,2,2,2,1,1,20,41327,7ed6d84e2e6879245e55447aee39c328,0,0,1.0,3,0,1,201,32,6.28125,0
6615,2,3,266,0,2,7,0,0,1,1,2,2,2,1,1,0,41326,b0d56985f52d0d72d4d41f9da3d10e65,0,0,5.0,4,0,1,39,7,5.571428571428571,0
6616,2,2,266,0,1,1,7,0,2,1,2,2,2,1,1,0,41326,a7c3c61333e6cb2c5230a14bdf4deafc,0,0,2.0,3,0,1,245,44,5.568181818181818,0
6617,1,3,307,0,1,2,5,7,2,2,1,3,3,1,1,0,41326,3afcf53385e61acfaedfab5ad84223d2,0,0,0.0,4,0,1,275,55,5.0,0
6618,2,120,266,0,1,3,0,0,3,1,1,1,1,1,1,0,41326,8f249aa58e29f16be754f494813c56df,0,0,1.0,3,0,1,736,138,5.333333333333333,0
6619,2,5,266,0,2,1,2,7,1,1,1,1,1,1,1,0,41327,fd970cc91d06d82eebf046340137b272,0,0,3.0,3,0,1,232,38,6.105263157894737,0
6620,1,2,307,0,2,1,2,0,2,1,2,1,2,2,1,150,41326,fbe18773612cd7ab7a818cdc0b0da4c5,0,0,5.0,4,0,1,506,102,4.96078431372549,0
6621,1,4,307,0,1,2,0,0,2,1,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,0,1.0,4,0,1,85,16,5.3125,0
6622,1,1,307,0,2,4,7,0,2,2,2,2,2,1,1,20,41327,7ed6d84e2e6879245e55447aee39c328,0,0,1.0,2,0,1,122,21,5.809523809523809,0
6623,2,2,265,0,3,2,4,6,1,2,2,2,2,1,3,0,41326,086b127285cf268a1bff66683bf8a9c6,0,0,6.0,2,1,1,587,111,5.288288288288288,0
6624,1,9,307,0,2,1,2,7,2,2,1,1,1,1,1,0,41330,60689896aa0edff3a4f05b890bdafd26,0,1,3.0,2,0,1,582,120,4.85,0
6625,2,1,265,0,1,1,6,0,1,2,2,2,2,1,1,0,41326,28f8fcf644fd0dbd7f160576547fe041,0,0,2.0,1,0,1,150,27,5.555555555555555,0
6626,1,2,307,0,2,1,2,0,2,1,2,1,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,0,1.0,2,0,1,213,40,5.325,0
6627,1,50,109,0,1,3,0,0,3,3,1,1,2,1,1,0,41326,381a11d79f3a9f8822675ebf09a39c1e,0,0,3.0,1,0,1,819,165,4.963636363636364,0
6628,1,1,307,0,3,1,2,5,2,2,2,2,2,1,4,0,41336,09cd7e41c1b785d76b0fa4571fe18a83,0,0,1.0,0,1,1,325,66,4.924242424242424,0
6629,2,2,265,0,1,1,7,0,2,2,2,1,2,1,1,0,41326,1daaa17a1e706245be7f0f7ee22033f0,0,1,2.0,1,0,1,364,69,5.27536231884058,0
6630,1,8,205,218,2,1,7,0,1,3,2,2,1,1,1,0,41326,186ec67443d30746953da6b38195fc71,0,0,11.0,1,0,0,225,42,5.357142857142857,0
6631,2,5,266,0,2,1,7,0,2,1,1,1,2,1,1,0,41326,be4d18d50633f48198b2f6ef6017f83b,0,0,5.0,4,0,1,124,22,5.636363636363637,0
6632,2,3,265,0,3,3,7,0,1,2,2,2,2,1,2,0,41401,4e0df62357ee903a79d9a06139869b53,0,0,5.0,2,0,1,43,8,5.375,0
6633,1,2,307,307,2,1,2,7,2,1,2,2,2,1,2,0,41327,4f730224c4425d230360cd399ff6cf13,0,0,4.0,1,0,0,157,31,5.064516129032258,0
6634,1,2,307,0,3,1,2,7,2,2,1,1,2,1,2,0,41324,59dd5e67149bb16fade497f16f091194,0,0,2.0,2,0,1,64,13,4.923076923076923,0
6635,1,24,50,0,3,2,0,0,3,1,3,3,3,1,2,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,0,2.0,1,0,1,245,45,5.444444444444445,0
6636,1,36,109,0,1,3,5,0,3,2,1,1,2,1,1,500,41326,984c3d3a719f0779dd4dd6aec2a66706,0,0,5.0,4,1,1,84,13,6.461538461538462,0
6637,2,2,265,0,1,4,7,0,2,2,2,3,2,1,1,0,41326,95eab75701bfbddafb9e1e01e1ee9214,0,0,6.0,2,0,1,184,32,5.75,0
6638,2,4,266,0,1,2,3,7,2,1,1,1,2,1,1,0,41326,dd7e4618761fb9c590572a6a95cf8df8,0,0,24.0,2,0,1,386,80,4.825,0
6639,1,2,307,0,2,5,7,0,2,1,2,1,2,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,0,2.0,2,0,1,110,20,5.5,0
6640,2,2,266,0,1,3,0,0,1,1,2,1,2,1,1,0,41325,d753689f1f48c44bd1d1050fd6c726a3,0,0,4.0,2,0,1,243,41,5.926829268292683,0
6641,1,2,307,0,2,1,2,0,2,1,2,2,2,1,1,200,41401,b7c6ef5623d95c69558a43f442ee1145,0,0,1.0,4,0,1,280,56,5.0,0
6642,2,4,266,0,1,1,7,0,2,1,2,2,2,1,1,0,41401,13b3c0d8590208d6e60e7118bc3b98d1,0,0,15.0,1,0,1,1997,364,5.486263736263736,0
6643,2,4,266,0,3,4,6,7,2,2,1,1,2,1,2,0,41326,710e502b7afcbc8c4be5ec633d25594c,0,0,4.0,1,0,1,198,38,5.2105263157894735,0
6644,1,48,307,0,2,2,7,0,2,2,1,1,3,1,1,0,41327,3223e1c4cb2bef48823ee5c604b9aa04,0,0,2.0,2,0,1,520,85,6.117647058823529,0
6645,1,2,307,189,2,2,7,0,2,1,2,2,2,1,1,0,41401,88da1210e021a5cf43480b074778f3bc,0,0,3.0,2,1,0,73,15,4.866666666666666,0
6646,1,2,307,0,3,1,0,0,2,1,2,2,2,1,4,0,41326,8288798d2370d8d74f2b56419cedc5cc,0,0,3.0,4,1,1,492,99,4.96969696969697,0
6647,2,4,266,0,1,1,6,7,2,1,1,1,2,1,1,10,41326,626713cb4a646aafea875347b2f13d35,0,0,6.0,2,0,1,761,136,5.595588235294118,0
6648,2,1,265,0,1,4,5,7,3,2,2,2,2,1,1,0,41326,9e5b5dca43fbd39af3d5b885a8a1050c,0,0,4.0,1,0,1,849,168,5.053571428571429,0
6649,1,1,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41326,fc7d315a17b33e3b54d09a1afd742ced,0,0,1.0,2,0,1,599,124,4.830645161290323,0
6650,2,1,15,0,1,1,7,0,1,1,2,2,2,1,1,0,41345,ec0c78ffa25dae7dffdb9669b9ac9e95,0,0,1.0,4,0,1,29,6,4.833333333333333,0
6651,2,6,289,0,1,6,0,0,2,2,2,1,2,1,1,150,41326,b990f8dcaa97abbc385bb78ff772ea84,0,0,5.0,2,0,1,193,34,5.676470588235294,0
6652,1,1,141,128,3,1,2,0,2,1,2,2,2,1,6,0,41401,1d295c5811fc0847053ea25db1c86468,0,0,5.0,4,1,0,54,11,4.909090909090909,0
6653,1,24,75,0,1,1,2,0,1,1,2,2,2,1,1,20,41327,7ed6d84e2e6879245e55447aee39c328,0,0,1.0,1,0,1,86,17,5.0588235294117645,0
6654,1,2,307,0,2,1,5,0,2,1,1,1,2,1,1,0,41326,712c65e54720de368ac73b93b3f073a1,0,0,2.0,4,1,1,107,20,5.35,0
6655,1,1,307,0,2,7,0,0,1,1,2,2,2,1,1,0,41326,f6da5068518d2ddf22e1609734c91b30,0,0,1.0,4,1,1,143,24,5.958333333333333,0
6656,1,24,307,0,1,2,0,0,2,2,3,3,3,1,1,0,41326,1ad544d64c411fd10e8b10e576b33fd4,0,0,2.0,4,0,1,157,29,5.413793103448276,0
6657,1,3,307,0,2,2,7,0,2,1,1,1,2,1,1,0,41326,90191b06d602e8d45b4ce25dd22c6a3e,0,0,3.0,2,0,1,338,63,5.365079365079365,0
6658,1,4,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41326,d764c4fd47f73438f82f2e7f11c8624e,0,0,2.0,4,0,1,371,65,5.707692307692308,0
6659,1,6,307,307,2,1,2,0,1,1,1,1,3,1,1,0,41326,852d24e6372668682f863f61d499d4cf,0,0,5.0,3,0,0,339,61,5.557377049180328,0
6660,2,2,266,0,1,2,4,5,1,1,2,2,2,1,1,0,41326,8e8304b632d3868293bd3fd89b105e90,0,0,13.0,1,0,1,329,60,5.483333333333333,0
6661,2,5,266,251,1,1,0,0,2,2,1,1,2,1,1,120,41326,001e42763024f9d4abe31e79472b1827,0,0,1.0,3,0,0,183,32,5.71875,0
6662,1,12,307,0,2,2,0,0,2,1,1,1,3,1,1,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,0,2.0,4,0,1,112,21,5.333333333333333,0
6663,2,11,266,0,1,1,7,0,2,1,1,1,1,1,1,0,41401,a22d5a203a2a480501ab0ccdb1b3a79f,0,0,3.0,4,0,1,136,27,5.037037037037037,0
6664,1,1,307,0,2,1,2,5,2,2,2,2,2,1,1,0,41401,51e1be357201ac5c9ee758096546f846,0,0,2.0,2,1,1,75,16,4.6875,0
6665,2,10,266,0,1,2,3,0,2,1,1,1,1,1,1,0,41401,709c49777e941b4fc415da56616f167a,0,0,1.0,4,0,1,281,61,4.60655737704918,0
6666,1,123,20,0,2,1,4,7,2,1,1,1,1,1,1,0,41326,b4e4421e5dfa7e0a493c21628a817657,0,0,3.0,4,0,1,79,16,4.9375,0
6667,1,2,109,24,3,1,7,0,2,3,2,2,2,1,3,0,41326,c5c5b1b48752c79a25c4818bb9be15b5,0,0,5.0,2,0,0,999,189,5.285714285714286,0
